Customer_ID,Age,Gender,City,Customer_Segment,Signup_Date
CUS100138,56,Male,Pune,Loyal,2024-03-28
CUS100299,43,Male,Chennai,Loyal,2024-10-06
CUS101556,34,Male,Bengaluru,New,2024-06-04
CUS100382,20,Male,Hyderabad,Loyal,2023-12-06
CUS105683,59,Female,Delhi,New,2025-02-12
CUS104696,37,Male,Bengaluru,New,2023-05-13
CUS107331,54,Female,Hyderabad,Loyal,2024-01-12
CUS105968,56,Male,Delhi,Loyal,2024-08-16
CUS104813,33,Female,Mumbai,Returning,2023-12-28
CUS106635,39,Female,Kolkata,High Value,2024-01-06
CUS105664,59,Female,Ahmedabad,New,2025-02-24
CUS102721,45,Female,Delhi,Returning,2024-05-11
CUS101932,20,Other,Pune,Loyal,2023-11-14
CUS104997,26,Male,Bengaluru,New,2023-08-12
CUS107374,60,Other,Bengaluru,New,2024-07-10
CUS107498,61,Female,Delhi,Loyal,2023-01-27
CUS104163,64,Male,Hyderabad,Returning,2025-06-08
CUS106535,48,Male,Mumbai,High Value,2024-02-12
CUS103807,43,Male,Pune,High Value,2023-03-19
CUS107003,54,Female,Bengaluru,Loyal,2025-02-22
CUS104714,37,Female,Mumbai,Returning,2023-12-16
CUS104154,36,Female,Hyderabad,Returning,2024-12-22
CUS104172,52,Female,Chennai,Returning,2025-01-01
CUS100796,29,Female,Bengaluru,High Value,2023-01-29
CUS102416,22,Male,Ahmedabad,Returning,2024-05-02
CUS100785,37,Male,Bengaluru,Returning,2023-01-25
CUS103158,54,Male,Delhi,New,2023-06-14
CUS100123,54,Male,Kolkata,Returning,2023-03-31
CUS102172,25,Male,Kolkata,New,2023-04-02
CUS105935,56,Male,Chennai,Returning,2024-11-30
CUS105884,21,Female,Mumbai,Loyal,2025-01-19
CUS104340,56,Female,Kolkata,Returning,2024-01-04
CUS100910,43,Male,Bengaluru,New,2024-12-04
CUS102309,50,Female,Pune,New,2023-08-29
CUS107682,55,Female,Delhi,Loyal,2023-05-01
CUS103634,19,Male,Hyderabad,Returning,2023-05-08
CUS101257,57,Female,Bengaluru,New,2023-11-11
CUS104458,57,Other,Ahmedabad,Loyal,2024-08-17
CUS101178,18,Male,Ahmedabad,New,2023-11-26
CUS103650,62,Female,Hyderabad,New,2025-05-12
CUS100442,27,Male,Hyderabad,New,2025-01-28
CUS106299,36,Female,Kolkata,Returning,2024-02-21
CUS101399,24,Female,Mumbai,Loyal,2025-05-11
CUS101457,41,Female,Bengaluru,Returning,2024-10-12
CUS105064,21,Male,Kolkata,Returning,2025-02-25
CUS101054,39,Female,Chennai,High Value,2024-07-28
CUS103275,57,Male,Ahmedabad,New,2023-12-17
CUS106301,19,Female,Mumbai,Loyal,2023-08-24
CUS103699,21,Male,Mumbai,Returning,2025-05-04
CUS103759,62,Male,Pune,New,2023-02-11
CUS100929,48,Male,Bengaluru,New,2024-05-07
CUS105818,63,Female,Delhi,Returning,2024-05-05
CUS101829,34,Female,Pune,New,2023-01-07
CUS107059,26,Male,Mumbai,Returning,2025-06-02
CUS104221,65,Male,Hyderabad,Loyal,2023-11-06
CUS107522,30,Female,Bengaluru,New,2023-05-09
CUS106605,49,Female,Bengaluru,New,2024-05-03
CUS105457,63,Male,Mumbai,Returning,2025-04-12
CUS102011,36,Male,Ahmedabad,New,2024-09-07
CUS106623,31,Female,Delhi,Returning,2025-02-19
CUS105589,35,Male,Pune,Loyal,2025-01-23
CUS107866,21,Male,Pune,New,2025-04-01
CUS102606,23,Male,Mumbai,Returning,2024-10-04
CUS103264,35,Male,Ahmedabad,New,2024-11-01
CUS106470,35,Female,Delhi,New,2024-10-08
CUS105460,63,Female,Kolkata,Returning,2023-05-09
CUS100006,56,Other,Hyderabad,New,2024-05-04
CUS102980,24,Male,Mumbai,New,2024-06-18
CUS103361,35,Female,Bengaluru,New,2024-09-22
CUS101943,27,Female,Delhi,Returning,2024-02-22
CUS105014,33,Male,Chennai,New,2023-08-26
CUS107551,47,Male,Kolkata,Loyal,2023-03-13
CUS106931,26,Male,Kolkata,New,2025-02-15
CUS106308,29,Female,Chennai,Loyal,2025-02-11
CUS107311,42,Male,Hyderabad,Returning,2023-05-10
CUS107546,55,Female,Chennai,New,2024-09-10
CUS103134,50,Male,Hyderabad,Loyal,2023-09-20
CUS105229,26,Male,Hyderabad,Returning,2024-03-06
CUS102242,55,Female,Mumbai,New,2024-07-07
CUS101474,65,Male,Ahmedabad,New,2025-02-22
CUS106098,36,Female,Chennai,New,2025-03-25
CUS101889,48,Male,Bengaluru,Returning,2023-01-23
CUS103435,56,Female,Bengaluru,New,2023-01-14
CUS107205,19,Female,Pune,Returning,2024-08-16
CUS103705,35,Male,Bengaluru,New,2025-04-25
CUS102021,24,Male,Pune,Loyal,2023-01-12
CUS104020,44,Male,Ahmedabad,High Value,2025-04-14
CUS106458,32,Female,Pune,Returning,2024-03-26
CUS105863,39,Female,Bengaluru,Returning,2023-01-30
CUS106322,22,Male,Delhi,Loyal,2025-04-03
CUS102658,50,Female,Ahmedabad,Loyal,2024-05-25
CUS101130,51,Female,Hyderabad,Returning,2024-03-01
CUS105593,43,Female,Hyderabad,New,2024-05-28
CUS107428,18,Female,Mumbai,Returning,2024-09-02
CUS105039,30,Male,Mumbai,New,2024-08-30
CUS104318,62,Male,Pune,New,2025-04-03
CUS107601,24,Female,Hyderabad,High Value,2024-09-02
CUS104144,43,Male,Chennai,New,2023-01-07
CUS101236,22,Female,Bengaluru,Returning,2023-08-13
CUS107368,57,Male,Hyderabad,New,2025-03-02
CUS102282,20,Female,Pune,Loyal,2023-10-13
CUS105574,22,Male,Ahmedabad,Returning,2024-08-31
CUS107177,56,Female,Bengaluru,Loyal,2023-08-31
CUS104093,34,Female,Chennai,High Value,2024-05-31
CUS105579,28,Male,Delhi,Returning,2024-05-29
CUS107225,39,Male,Bengaluru,Loyal,2025-05-17
CUS100386,48,Male,Chennai,High Value,2025-04-22
CUS101628,53,Male,Pune,Loyal,2024-01-10
CUS103585,57,Male,Mumbai,High Value,2024-04-08
CUS102714,60,Female,Bengaluru,New,2024-10-12
CUS104838,50,Male,Chennai,Returning,2023-06-20
CUS106953,30,Male,Mumbai,High Value,2024-06-08
CUS107179,61,Other,Bengaluru,Returning,2024-09-30
CUS103189,42,Male,Chennai,Loyal,2024-02-12
CUS104305,60,Female,Chennai,Returning,2024-07-22
CUS100909,62,Male,Ahmedabad,New,2023-05-30
CUS106207,26,Female,Mumbai,Returning,2025-02-04
CUS101866,46,Other,Kolkata,New,2024-02-22
CUS101842,23,Female,Pune,New,2025-03-12
CUS102497,59,Female,Pune,New,2024-11-12
CUS106714,19,Male,Bengaluru,New,2024-03-08
CUS105325,62,Male,Hyderabad,New,2023-10-15
CUS104006,57,Female,Chennai,Returning,2024-04-20
CUS102702,23,Female,Hyderabad,Loyal,2023-04-28
CUS106743,40,Male,Chennai,Loyal,2024-04-13
CUS100331,44,Male,Ahmedabad,Returning,2023-02-06
CUS104818,49,Female,Mumbai,New,2023-01-29
CUS106337,39,Female,Delhi,New,2023-07-27
CUS102459,57,Female,Delhi,Returning,2023-09-01
CUS101774,52,Female,Pune,New,2024-12-27
CUS106805,27,Female,Delhi,Loyal,2023-06-07
CUS102686,50,Male,Chennai,New,2025-04-06
CUS106913,22,Male,Kolkata,Loyal,2023-03-03
CUS106659,40,Male,Kolkata,New,2023-12-15
CUS107847,64,Female,Mumbai,Returning,2024-07-16
CUS107994,38,Male,Chennai,Returning,2023-12-13
CUS106324,38,Female,Ahmedabad,New,2024-01-18
CUS106277,31,Female,Chennai,Returning,2023-10-19
CUS105860,57,Female,Chennai,Returning,2023-10-13
CUS107766,29,Male,Chennai,New,2023-09-10
CUS100173,56,Female,Hyderabad,Returning,2024-05-30
CUS104615,21,Female,Bengaluru,New,2025-05-28
CUS103321,23,Male,Hyderabad,Returning,2025-01-27
CUS104769,20,Female,Mumbai,New,2023-04-14
CUS103372,40,Male,Ahmedabad,New,2024-12-05
CUS103311,57,Female,Ahmedabad,Loyal,2023-11-15
CUS104919,22,Other,Ahmedabad,New,2025-04-06
CUS105108,24,Male,Hyderabad,Returning,2024-08-13
CUS106435,31,Male,Mumbai,Returning,2025-05-11
CUS105608,51,Male,Kolkata,Returning,2024-09-02
CUS103403,20,Female,Mumbai,New,2025-04-16
CUS100018,19,Male,Chennai,New,2024-06-20
CUS103691,54,Male,Chennai,Loyal,2025-02-16
CUS106201,31,Female,Mumbai,Returning,2024-03-12
CUS104096,27,Male,Delhi,New,2023-08-01
CUS103628,54,Male,Mumbai,Returning,2024-12-29
CUS106497,34,Male,Bengaluru,Returning,2023-12-29
CUS102174,29,Female,Hyderabad,Returning,2023-06-09
CUS101356,48,Male,Delhi,High Value,2024-06-23
CUS104977,46,Male,Chennai,Loyal,2024-04-29
CUS107439,31,Female,Ahmedabad,Loyal,2023-07-31
CUS103112,53,Female,Delhi,Returning,2025-04-22
CUS100182,39,Male,Chennai,New,2025-03-20
CUS106412,27,Male,Delhi,Loyal,2023-08-26
CUS107981,54,Female,Hyderabad,New,2025-02-27
CUS101812,35,Female,Mumbai,Returning,2024-11-11
CUS105304,29,Male,Ahmedabad,Loyal,2024-12-10
CUS105859,64,Female,Pune,New,2024-08-14
CUS101800,19,Female,Pune,New,2024-11-30
CUS102429,34,Female,Delhi,New,2024-09-13
CUS106339,53,Female,Mumbai,Returning,2024-12-27
CUS105055,26,Female,Ahmedabad,New,2025-01-07
CUS107077,25,Male,Mumbai,Loyal,2025-01-21
CUS107275,65,Female,Chennai,New,2024-08-17
CUS107821,58,Female,Ahmedabad,Loyal,2023-11-25
CUS104650,58,Male,Chennai,High Value,2023-07-14
CUS101159,60,Male,Chennai,Returning,2023-07-07
CUS101213,53,Female,Kolkata,New,2023-07-01
CUS101325,57,Male,Hyderabad,Returning,2024-10-05
CUS101455,64,Male,Bengaluru,New,2024-09-29
CUS106127,28,Male,Mumbai,Loyal,2023-11-08
CUS106925,58,Female,Pune,Loyal,2024-09-05
CUS101644,55,Male,Mumbai,Returning,2023-10-28
CUS102140,51,Female,Kolkata,High Value,2024-12-05
CUS104536,56,Female,Ahmedabad,New,2024-09-24
CUS104457,58,Male,Pune,Loyal,2023-08-28
CUS106625,35,Female,Ahmedabad,New,2024-04-30
CUS104378,42,Female,Mumbai,New,2024-04-12
CUS100729,64,Female,Pune,Loyal,2023-05-17
CUS104357,18,Male,Mumbai,Returning,2025-03-10
CUS101936,43,Female,Bengaluru,High Value,2023-11-27
CUS103793,46,Female,Pune,New,2023-01-25
CUS107655,46,Male,Hyderabad,Returning,2025-03-04
CUS107069,19,Male,Chennai,Loyal,2024-04-22
CUS105861,39,Male,Pune,Returning,2023-05-20
CUS101110,35,Female,Bengaluru,New,2024-03-20
CUS106662,58,Female,Kolkata,New,2024-05-11
CUS102998,29,Male,Delhi,New,2024-06-30
CUS102394,32,Female,Bengaluru,Loyal,2025-01-05
CUS101185,22,Female,Delhi,Returning,2023-10-06
CUS102007,26,Female,Delhi,Loyal,2023-06-18
CUS100193,50,Male,Mumbai,Returning,2023-12-06
CUS106556,24,Male,Chennai,Loyal,2024-09-02
CUS100578,58,Male,Hyderabad,High Value,2023-02-01
CUS100771,30,Male,Mumbai,New,2024-11-14
CUS102395,28,Female,Delhi,Returning,2024-03-09
CUS101846,47,Male,Chennai,High Value,2024-10-19
CUS106857,38,Female,Mumbai,Returning,2023-11-07
CUS104274,55,Female,Bengaluru,Returning,2023-09-06
CUS103740,43,Male,Mumbai,New,2025-03-22
CUS104600,27,Male,Bengaluru,Returning,2025-05-08
CUS105636,45,Male,Kolkata,Loyal,2023-03-24
CUS105456,34,Male,Kolkata,New,2023-04-18
CUS102073,56,Male,Bengaluru,Loyal,2024-11-07
CUS101896,41,Female,Mumbai,New,2023-05-11
CUS106045,61,Female,Hyderabad,Returning,2024-07-05
CUS103659,43,Male,Kolkata,Loyal,2023-05-28
CUS102379,37,Female,Kolkata,Returning,2025-02-03
CUS101447,63,Male,Delhi,New,2025-04-24
CUS100342,46,Female,Bengaluru,Returning,2024-10-01
CUS107235,21,Male,Kolkata,New,2025-04-21
CUS102527,51,Female,Hyderabad,Loyal,2025-03-09
CUS100727,41,Female,Kolkata,New,2025-01-03
CUS104577,57,Female,Bengaluru,New,2023-04-19
CUS100976,53,Male,Pune,Returning,2025-03-11
CUS105793,33,Male,Delhi,Returning,2023-07-16
CUS103516,61,Female,Ahmedabad,Loyal,2025-01-15
CUS105488,25,Female,Delhi,Loyal,2023-09-27
CUS103940,60,Male,Delhi,Returning,2024-12-08
CUS101299,49,Male,Ahmedabad,Loyal,2023-06-04
CUS107532,36,Male,Pune,New,2024-01-12
CUS100660,38,Male,Hyderabad,Loyal,2024-03-20
CUS101492,53,Male,Pune,New,2023-02-19
CUS106932,21,Male,Ahmedabad,High Value,2023-10-16
CUS105715,23,Male,Delhi,Loyal,2024-01-24
CUS106008,24,Female,Ahmedabad,Loyal,2023-10-11
CUS102315,56,Male,Delhi,Returning,2024-10-22
CUS107615,60,Male,Kolkata,New,2023-11-02
CUS107926,55,Male,Delhi,New,2024-07-09
CUS101085,62,Female,Delhi,Loyal,2024-06-22
CUS107738,54,Female,Pune,High Value,2023-10-22
CUS103198,53,Male,Ahmedabad,New,2023-05-28
CUS105559,32,Male,Mumbai,New,2023-09-26
CUS105573,37,Female,Delhi,New,2023-05-21
CUS100067,54,Male,Pune,New,2024-02-06
CUS106521,18,Female,Chennai,Returning,2023-08-15
CUS102269,55,Female,Hyderabad,Returning,2023-08-18
CUS105799,46,Female,Kolkata,Returning,2023-04-05
CUS107425,26,Male,Bengaluru,Returning,2023-06-15
CUS106466,49,Female,Ahmedabad,Loyal,2023-02-07
CUS103447,22,Female,Mumbai,Returning,2024-01-03
CUS102367,45,Female,Chennai,New,2024-08-03
CUS104879,60,Other,Hyderabad,High Value,2024-07-10
CUS105485,31,Male,Kolkata,New,2024-01-23
CUS102512,65,Male,Delhi,Returning,2024-03-28
CUS102723,19,Male,Chennai,New,2023-04-21
CUS106978,49,Male,Mumbai,Returning,2024-01-21
CUS106075,30,Male,Mumbai,Loyal,2023-09-11
CUS101143,38,Female,Mumbai,Loyal,2023-10-17
CUS107786,22,Female,Chennai,New,2025-03-04
CUS105220,34,Female,Hyderabad,New,2023-04-06
CUS107029,57,Female,Bengaluru,New,2024-09-22
CUS104728,41,Female,Kolkata,High Value,2023-04-22
CUS105091,33,Other,Ahmedabad,New,2024-08-05
CUS103789,51,Male,Mumbai,Loyal,2025-06-12
CUS102220,48,Male,Hyderabad,Returning,2024-06-23
CUS102331,65,Female,Ahmedabad,New,2025-06-03
CUS105007,39,Female,Hyderabad,Returning,2024-02-23
CUS105976,36,Male,Delhi,Returning,2023-02-05
CUS107201,36,Male,Hyderabad,Loyal,2023-04-28
CUS104088,34,Male,Bengaluru,Loyal,2024-12-08
CUS101967,54,Male,Pune,New,2024-05-15
CUS106680,35,Male,Pune,New,2024-02-18
CUS107575,53,Male,Chennai,Loyal,2025-03-19
CUS104365,35,Male,Chennai,New,2024-01-29
CUS100423,33,Male,Pune,Loyal,2023-03-11
CUS107262,27,Female,Ahmedabad,Returning,2023-09-04
CUS101904,52,Male,Hyderabad,Loyal,2023-04-01
CUS107443,60,Male,Kolkata,High Value,2025-05-23
CUS103917,57,Female,Bengaluru,Loyal,2024-10-28
CUS103618,32,Male,Mumbai,New,2023-01-22
CUS100839,43,Female,Ahmedabad,Returning,2023-01-25
CUS104596,43,Female,Kolkata,New,2023-10-20
CUS105046,25,Male,Ahmedabad,Returning,2023-07-28
CUS100141,44,Male,Chennai,Returning,2023-06-02
CUS106770,33,Male,Delhi,New,2023-08-07
CUS101377,62,Female,Pune,New,2025-02-17
CUS103674,28,Male,Pune,Loyal,2023-03-14
CUS106382,28,Female,Delhi,Loyal,2025-02-07
CUS104741,51,Other,Delhi,Returning,2024-06-02
CUS103808,34,Male,Pune,New,2023-11-25
CUS101138,31,Female,Chennai,Returning,2024-11-19
CUS102257,20,Male,Chennai,New,2025-01-30
CUS101787,25,Female,Chennai,Returning,2024-09-26
CUS103938,55,Male,Ahmedabad,Returning,2025-03-10
CUS105322,32,Male,Kolkata,New,2024-04-03
CUS107552,39,Male,Chennai,Returning,2024-10-31
CUS100459,47,Female,Pune,Returning,2023-02-23
CUS107500,27,Male,Hyderabad,New,2024-09-02
CUS100948,43,Male,Ahmedabad,Returning,2024-05-17
CUS103700,58,Male,Chennai,Loyal,2024-10-31
CUS101336,47,Female,Mumbai,New,2023-10-17
CUS104628,43,Male,Bengaluru,Loyal,2024-03-10
CUS106532,39,Female,Chennai,New,2024-09-14
CUS101602,36,Male,Delhi,High Value,2024-08-25
CUS102238,30,Male,Bengaluru,New,2023-10-20
CUS100639,42,Female,Hyderabad,New,2023-07-28
CUS107914,19,Female,Bengaluru,Loyal,2023-06-04
CUS103830,63,Male,Hyderabad,Returning,2023-01-29
CUS105395,31,Male,Hyderabad,Loyal,2023-01-27
CUS105677,39,Male,Delhi,New,2025-03-04
CUS107333,27,Male,Kolkata,New,2025-03-15
CUS101070,33,Male,Chennai,New,2024-11-11
CUS100155,34,Female,Bengaluru,Returning,2024-07-30
CUS102295,42,Male,Delhi,Loyal,2025-02-02
CUS107754,63,Female,Delhi,Returning,2024-07-03
CUS104578,43,Female,Mumbai,New,2024-11-05
CUS101089,64,Male,Bengaluru,Loyal,2024-08-08
CUS102940,24,Female,Pune,Loyal,2024-08-26
CUS106929,43,Female,Mumbai,Returning,2025-05-22
CUS104384,27,Male,Kolkata,Returning,2023-03-25
CUS100930,41,Female,Ahmedabad,High Value,2023-07-21
CUS102909,40,Female,Bengaluru,High Value,2024-04-09
CUS105286,57,Female,Kolkata,New,2024-02-24
CUS107524,26,Male,Kolkata,Loyal,2025-01-08
CUS103247,38,Female,Chennai,High Value,2025-03-14
CUS107451,42,Male,Delhi,Returning,2024-05-04
CUS106099,32,Male,Ahmedabad,Loyal,2023-07-15
CUS106020,40,Male,Ahmedabad,Loyal,2023-06-24
CUS107542,60,Male,Bengaluru,Returning,2023-05-28
CUS107078,62,Male,Chennai,Returning,2025-06-11
CUS107645,49,Male,Kolkata,New,2023-07-08
CUS101698,36,Female,Delhi,New,2023-08-08
CUS107719,55,Male,Hyderabad,New,2024-02-29
CUS106955,39,Male,Chennai,New,2023-02-24
CUS105553,53,Female,Chennai,Returning,2024-03-21
CUS103831,43,Female,Pune,New,2023-07-03
CUS107475,59,Male,Kolkata,High Value,2025-02-19
CUS107464,24,Male,Mumbai,New,2023-02-19
CUS100985,42,Female,Mumbai,Returning,2024-09-03
CUS101821,56,Female,Bengaluru,Returning,2023-03-04
CUS107213,19,Female,Mumbai,Returning,2024-04-15
CUS100587,50,Male,Pune,Loyal,2023-07-11
CUS107822,45,Male,Bengaluru,Loyal,2025-01-20
CUS105701,24,Male,Bengaluru,New,2024-12-14
CUS107469,28,Male,Delhi,Loyal,2024-09-05
CUS105388,42,Female,Kolkata,Returning,2025-01-17
CUS106512,44,Female,Bengaluru,Loyal,2024-01-10
CUS103557,41,Female,Hyderabad,New,2023-04-06
CUS101395,38,Female,Chennai,Returning,2023-03-28
CUS100264,26,Female,Delhi,New,2024-12-16
CUS103547,26,Male,Bengaluru,New,2023-01-07
CUS106273,33,Female,Ahmedabad,New,2025-01-25
CUS107487,24,Male,Bengaluru,Returning,2023-06-27
CUS107686,28,Male,Mumbai,New,2024-05-25
CUS103864,19,Female,Hyderabad,New,2025-01-03
CUS106804,57,Female,Mumbai,New,2024-02-11
CUS102400,56,Female,Kolkata,New,2025-01-07
CUS105938,40,Male,Hyderabad,New,2024-01-07
CUS103711,65,Male,Pune,High Value,2024-05-14
CUS100246,50,Male,Mumbai,New,2024-07-28
CUS101594,62,Male,Kolkata,High Value,2025-01-18
CUS107968,37,Female,Chennai,Loyal,2023-12-13
CUS105552,27,Male,Bengaluru,Loyal,2025-04-27
CUS100923,39,Female,Chennai,New,2025-06-10
CUS107729,40,Male,Bengaluru,Returning,2024-12-25
CUS107619,57,Other,Delhi,Loyal,2023-12-03
CUS100669,52,Male,Delhi,Loyal,2025-06-08
CUS103604,42,Female,Hyderabad,New,2023-03-06
CUS101910,39,Male,Chennai,New,2025-05-28
CUS106347,54,Female,Chennai,New,2025-02-16
CUS103958,65,Female,Delhi,New,2024-04-10
CUS102696,43,Male,Delhi,Returning,2024-02-17
CUS102591,22,Female,Ahmedabad,Loyal,2024-08-31
CUS101781,62,Male,Kolkata,Returning,2023-11-26
CUS103013,39,Male,Kolkata,New,2023-02-17
CUS102307,53,Male,Pune,Loyal,2025-02-26
CUS107975,50,Female,Mumbai,New,2024-05-08
CUS103690,32,Male,Delhi,New,2024-10-08
CUS100687,40,Male,Ahmedabad,Returning,2025-01-19
CUS100612,49,Male,Hyderabad,Returning,2023-03-18
CUS103200,40,Female,Delhi,New,2024-11-25
CUS102267,24,Female,Pune,New,2025-05-16
CUS107861,61,Female,Bengaluru,New,2023-09-08
CUS107152,59,Male,Mumbai,Returning,2025-03-05
CUS101898,31,Female,Mumbai,New,2023-09-08
CUS100258,55,Female,Delhi,Returning,2023-05-28
CUS102924,56,Female,Delhi,New,2025-04-04
CUS102822,42,Female,Pune,Returning,2024-11-03
CUS103339,22,Female,Pune,Returning,2024-12-02
CUS103525,40,Male,Chennai,Returning,2023-01-04
CUS104563,50,Female,Kolkata,New,2024-08-16
CUS102285,53,Female,Mumbai,Returning,2024-06-11
CUS106924,63,Female,Ahmedabad,New,2024-06-02
CUS100484,44,Female,Chennai,New,2024-08-03
CUS102211,40,Male,Ahmedabad,Loyal,2024-06-20
CUS107572,33,Female,Mumbai,Loyal,2023-05-15
CUS102555,40,Male,Ahmedabad,Returning,2024-11-22
CUS100007,65,Male,Hyderabad,Returning,2024-02-25
CUS103657,35,Male,Kolkata,New,2023-01-23
CUS106945,62,Female,Chennai,Returning,2024-09-20
CUS104874,50,Female,Chennai,Loyal,2023-09-08
CUS104402,32,Male,Pune,High Value,2024-01-27
CUS102426,58,Female,Ahmedabad,Loyal,2023-12-01
CUS101814,30,Male,Kolkata,New,2025-05-18
CUS102274,64,Female,Hyderabad,Returning,2023-11-19
CUS101011,33,Male,Ahmedabad,New,2025-06-02
CUS107151,30,Female,Bengaluru,Loyal,2023-04-12
CUS101067,62,Female,Pune,New,2024-04-27
CUS101991,41,Other,Bengaluru,High Value,2023-12-13
CUS103970,38,Male,Hyderabad,New,2023-11-14
CUS105842,40,Male,Pune,Returning,2024-06-10
CUS107147,42,Male,Kolkata,New,2024-04-28
CUS103867,42,Female,Mumbai,Loyal,2023-11-27
CUS107318,60,Female,Hyderabad,Loyal,2024-10-29
CUS103048,44,Female,Hyderabad,New,2023-09-05
CUS100781,32,Female,Hyderabad,Loyal,2025-06-08
CUS107956,47,Male,Mumbai,New,2024-07-30
CUS101749,24,Male,Pune,Loyal,2025-01-21
CUS102791,22,Female,Bengaluru,Returning,2023-09-06
CUS101091,53,Male,Chennai,Loyal,2024-12-09
CUS106927,29,Male,Mumbai,Loyal,2023-12-16
CUS106976,46,Other,Ahmedabad,New,2024-12-08
CUS106653,45,Female,Bengaluru,Returning,2023-12-12
CUS102608,64,Female,Hyderabad,New,2024-03-29
CUS106723,56,Male,Delhi,New,2024-02-12
CUS102290,65,Female,Kolkata,Loyal,2025-03-24
CUS101727,32,Female,Chennai,Returning,2024-10-19
CUS100610,55,Female,Bengaluru,Loyal,2023-09-29
CUS104666,38,Female,Kolkata,New,2023-03-12
CUS100343,50,Male,Pune,New,2025-04-20
CUS105743,24,Female,Chennai,Returning,2023-07-20
CUS106400,48,Female,Chennai,New,2023-10-04
CUS103750,34,Female,Kolkata,Loyal,2025-01-12
CUS105879,45,Female,Delhi,New,2023-11-09
CUS107829,43,Male,Mumbai,Returning,2023-04-28
CUS103215,65,Female,Kolkata,Returning,2023-04-07
CUS100097,27,Female,Hyderabad,Loyal,2023-01-26
CUS105164,56,Male,Pune,New,2025-02-25
CUS101537,20,Male,Pune,Returning,2024-11-01
CUS103588,53,Female,Ahmedabad,New,2023-05-16
CUS104994,61,Female,Chennai,Returning,2023-09-28
CUS103648,23,Female,Bengaluru,Returning,2023-07-14
CUS106529,18,Male,Chennai,Returning,2024-05-11
CUS106145,47,Female,Hyderabad,Loyal,2023-04-30
CUS101517,52,Female,Hyderabad,Returning,2023-04-11
CUS107220,65,Male,Chennai,Returning,2024-12-13
CUS104624,32,Female,Kolkata,New,2024-10-16
CUS104272,23,Female,Ahmedabad,New,2023-05-27
CUS103669,35,Other,Pune,Returning,2024-11-10
CUS102090,48,Female,Kolkata,New,2024-06-19
CUS100572,20,Female,Bengaluru,New,2024-01-14
CUS107459,54,Female,Ahmedabad,Returning,2025-04-13
CUS106221,32,Female,Hyderabad,High Value,2023-10-31
CUS107458,19,Female,Mumbai,New,2024-01-17
CUS103062,25,Female,Mumbai,High Value,2024-07-09
CUS105209,57,Male,Delhi,Returning,2025-04-27
CUS106864,65,Female,Mumbai,New,2025-03-25
CUS105338,65,Male,Chennai,Loyal,2023-11-20
CUS105321,54,Female,Mumbai,Loyal,2024-07-18
CUS106518,18,Female,Pune,New,2024-05-26
CUS104479,24,Female,Mumbai,New,2023-04-18
CUS107229,45,Male,Bengaluru,High Value,2024-01-09
CUS100370,32,Male,Kolkata,Returning,2025-04-21
CUS101938,46,Male,Delhi,Loyal,2024-01-20
CUS105812,18,Female,Bengaluru,New,2025-03-03
CUS107075,45,Male,Delhi,Loyal,2023-03-22
CUS103670,19,Male,Hyderabad,High Value,2024-03-22
CUS103652,54,Male,Mumbai,Returning,2025-02-13
CUS102361,19,Female,Hyderabad,New,2023-09-05
CUS104260,32,Male,Mumbai,New,2023-05-27
CUS104991,51,Female,Mumbai,New,2023-04-28
CUS105120,63,Male,Pune,Returning,2024-09-08
CUS107539,48,Male,Kolkata,Returning,2025-01-19
CUS103737,33,Female,Bengaluru,New,2024-09-09
CUS105061,18,Male,Mumbai,New,2023-10-28
CUS105665,59,Female,Kolkata,Loyal,2024-05-21
CUS105700,60,Male,Kolkata,Returning,2023-03-28
CUS101171,44,Female,Kolkata,Returning,2023-05-04
CUS107305,44,Female,Kolkata,Returning,2024-09-16
CUS101422,54,Female,Hyderabad,New,2023-12-27
CUS107359,50,Female,Hyderabad,New,2024-11-14
CUS107221,29,Male,Kolkata,New,2024-05-05
CUS105396,29,Male,Delhi,New,2024-05-16
CUS100874,64,Female,Ahmedabad,Returning,2025-02-19
CUS102297,45,Female,Bengaluru,Returning,2024-01-23
CUS102643,65,Male,Ahmedabad,Returning,2024-10-03
CUS107103,54,Female,Kolkata,New,2024-07-09
CUS100840,36,Male,Kolkata,High Value,2024-12-06
CUS100581,47,Male,Delhi,New,2023-10-03
CUS100204,36,Male,Hyderabad,New,2024-01-29
CUS101641,50,Female,Pune,New,2024-10-06
CUS102014,61,Male,Kolkata,Loyal,2023-08-06
CUS103253,60,Male,Hyderabad,New,2025-04-26
CUS105074,18,Male,Chennai,Returning,2023-01-06
CUS100905,56,Male,Bengaluru,Returning,2023-12-20
CUS100631,40,Female,Chennai,Loyal,2025-01-21
CUS105828,25,Female,Chennai,Returning,2023-01-19
CUS105272,24,Female,Kolkata,Loyal,2024-08-04
CUS101974,55,Male,Hyderabad,New,2024-08-23
CUS100162,64,Male,Ahmedabad,New,2024-06-20
CUS104998,45,Female,Kolkata,New,2025-03-24
CUS105605,25,Male,Hyderabad,New,2024-03-11
CUS107367,25,Female,Ahmedabad,Loyal,2024-05-21
CUS105230,41,Male,Ahmedabad,High Value,2024-09-07
CUS104713,64,Female,Mumbai,Returning,2024-11-23
CUS100875,37,Male,Bengaluru,Returning,2023-05-05
CUS101431,58,Male,Mumbai,Returning,2023-05-19
