Record_ID,Campaign_ID,Customer_ID,Date,Impressions,Clicks,Conversions,Spend,Revenue,Device,Audience_Type,CTR_Pct,Conversion_Rate_Pct,ROAS
REC1010027,CMP1012,CUS101850,2025-05-28,6496,364,53,5334.49,31906.61,Tablet,Lookalike,5.6,14.56,5.98
REC1029102,CMP1039,CUS102942,2024-01-31,83104,4379,861,49943.31,606406.63,Tablet,Prospecting,5.27,19.66,12.14
REC1030641,CMP1012,CUS105587,2024-12-07,60570,2961,582,41925.81,125788.92,Mobile,Prospecting,4.89,19.66,3
REC1014618,CMP1104,CUS104076,2025-02-17,13286,1578,35,12471.28,41058.79,Mobile,Prospecting,11.88,2.22,3.29
REC1022749,CMP1016,CUS101268,2024-09-14,29073,1214,171,17842.32,169141.36,Mobile,Prospecting,4.18,14.09,9.48
REC1009234,CMP1063,CUS104662,2024-03-12,25805,1713,198,23233.49,104392.76,Mobile,Lookalike,6.64,11.56,4.49
REC1010782,CMP1023,CUS106769,2025-01-24,84918,8149,1074,106223.2,669398.7,Desktop,Retargeting,9.6,13.18,6.3
REC1012134,CMP1064,CUS105547,2024-02-15,33441,289,15,4230.33,16761.32,Desktop,Lookalike,0.86,5.19,3.96
REC1030183,CMP1066,CUS100455,2025-03-08,7964,302,6,4217.57,2655.02,Desktop,Prospecting,3.79,1.99,0.63
REC1027269,CMP1109,CUS100030,2025-03-28,84574,2320,45,18656.275,51434.83,Desktop,Prospecting,2.74,1.94,1.23
REC1028589,CMP1070,CUS107544,2025-05-30,79250,1201,49,3205.57,43927.98,Mobile,Prospecting,1.52,4.08,13.7
REC1017167,CMP1086,CUS103352,2024-05-13,63803,7153,1347,15889.65,1749061.12,Mobile,Prospecting,11.21,18.83,110.08
REC1002596,CMP1006,CUS101072,2024-04-27,70702,781,84,11671.34,84943.71,Mobile,Retargeting,1.1,10.76,7.28
REC1030521,CMP1031,CUS106867,2025-02-03,43158,5218,695,77051.27,795533.65,Desktop,Lookalike,12.09,13.32,10.32
REC1020449,CMP1022,CUS107576,2025-04-18,35999,3436,230,49692.53,118068.72,Desktop,Prospecting,9.54,6.69,2.38
REC1004797,CMP1064,CUS106529,2024-09-07,88295,4820,643,80863.3,611709.91,Mobile,Retargeting,5.46,13.34,7.56
REC1027041,CMP1100,CUS103378,2025-11-19,28283,2704,231,10930.19,49266.71,Mobile,Prospecting,9.56,8.54,4.51
REC1028971,CMP1118,CUS104819,2025-01-30,9349,87,14,339.13,13641.5,Mobile,Lookalike,0.93,16.09,40.22
REC1016761,CMP1004,CUS100626,2025-01-20,62078,1056,168,10652.82,145046.4,Mobile,Lookalike,1.7,15.91,13.62
REC1016741,CMP1074,CUS105070,2025-08-14,68272,1372,252,16487.53,256386.24,Mobile,Prospecting,2.01,18.37,15.55
REC1029792,CMP1105,CUS102445,2025-01-07,15478,131,12,249.55,16076.1,Mobile,Lookalike,0.85,9.16,64.42
REC1008724,CMP1017,CUS101313,2024-01-19,67020,877,134,15403,72638.85,Mobile,Prospecting,1.31,15.28,4.72
REC1014685,CMP1040,CUS106597,2025-10-10,83772,2090,99,23720.36,128002.7,Tablet,Lookalike,2.49,4.74,5.4
REC1034830,CMP1055,CUS103910,2025-08-27,1175,21,5,155.35,7151.8,Mobile,Prospecting,1.79,23.81,46.04
REC1019417,CMP1018,CUS102430,2025-06-06,82872,813,61,9323.48,73616.23,Mobile,Prospecting,0.98,7.5,7.9
REC1005537,CMP1023,CUS106630,2024-10-14,95819,7979,1071,51583.5,263715.82,Mobile,Retargeting,8.33,13.42,5.11
REC1013249,CMP1087,CUS103737,2024-09-23,50461,5905,275,10947.65,307487.84,Tablet,Lookalike,11.7,4.66,28.09
REC1000600,CMP1117,CUS102659,2024-09-05,70803,6852,486,18202.95,559111.09,Mobile,Lookalike,9.68,7.09,30.72
REC1018471,CMP1025,CUS104398,2025-10-16,34133,2460,58,14844.98,84629.88,Desktop,Prospecting,7.21,2.36,5.7
REC1007504,CMP1074,CUS104668,2025-11-04,24289,996,59,12329.77,70542.24,Desktop,Prospecting,4.1,5.92,5.72
REC1024180,CMP1053,CUS105147,2024-03-20,56078,591,43,9069.77,43253.81,Mobile,Prospecting,1.05,7.28,4.77
REC1020479,CMP1113,CUS102694,2024-06-09,75176,7739,509,61112.8,77213.29,Mobile,Prospecting,10.29,6.58,1.26
REC1014319,CMP1065,CUS104120,2024-11-18,66249,5425,774,64229.39,828636.96,Desktop,Retargeting,8.19,14.27,12.9
REC1010384,CMP1079,CUS104615,2024-09-09,91383,4944,320,23056.53,199543.58,Tablet,Prospecting,5.41,6.47,8.65
REC1000184,CMP1103,CUS101969,2024-03-08,62190,1873,217,29088.85,75554.52,Mobile,Retargeting,3.01,11.59,2.6
REC1004352,CMP1082,CUS102594,2025-10-18,83232,4326,669,13205.36,580852.52,Mobile,Prospecting,5.2,15.46,43.99
REC1014093,CMP1004,CUS106753,2024-11-03,96579,8078,1363,142204.9,505912.62,Desktop,Prospecting,8.36,16.87,3.56
REC1021373,CMP1053,CUS102257,2024-05-29,21893,2381,293,22785.21,105712.77,Mobile,Lookalike,10.88,12.31,4.64
REC1029606,CMP1013,CUS101383,2025-05-08,13727,1445,299,15190.42,30515.26,Mobile,Retargeting,10.53,20.69,2.01
REC1032806,CMP1107,CUS105011,2024-10-01,89698,680,123,9458.89,64642.91,Mobile,Prospecting,0.76,18.09,6.83
REC1034772,CMP1074,CUS102413,2024-06-13,88364,647,77,5774.24,111333.41,Mobile,Prospecting,0.73,11.9,19.28
REC1030368,CMP1039,CUS102092,2025-09-19,22345,1162,228,5781.82,262058.92,Desktop,Lookalike,5.2,19.62,45.32
REC1002427,CMP1100,CUS106825,2025-10-12,26665,1795,367,15688.54,67552.96,Tablet,Prospecting,6.73,20.45,4.31
REC1031577,CMP1071,CUS106729,2024-03-19,76990,7712,1177,17272.09,745891.29,Mobile,Retargeting,10.02,15.26,43.18
REC1026889,CMP1035,CUS105384,2025-04-13,12933,1264,62,14017,10268.86,Desktop,Prospecting,9.77,4.91,0.73
REC1033846,CMP1024,CUS102728,2025-09-09,86545,4216,159,27075.02,171285.92,Mobile,Retargeting,4.87,3.77,6.33
REC1034251,CMP1100,CUS103788,2025-09-19,94881,9973,949,35103.84,122519.47,Mobile,Lookalike,10.51,9.52,3.49
REC1021202,CMP1067,CUS107749,2025-07-29,21775,362,62,559.63,22062.83,Desktop,Prospecting,1.66,17.13,39.42
REC1034619,CMP1039,CUS100908,2024-03-18,90222,10199,1953,64874.87,2799700.95,Mobile,Prospecting,11.3,19.15,43.16
REC1005385,CMP1066,CUS101302,2024-06-06,57289,793,77,5700.63,42374.23,Tablet,Lookalike,1.38,9.71,7.43
REC1029909,CMP1045,CUS100005,2024-07-10,52657,2149,386,25499.09,366981.04,Desktop,Lookalike,4.08,17.96,14.39
REC1002652,CMP1094,CUS104856,2024-07-18,71239,822,135,9050.83,157870.6,Tablet,Lookalike,1.15,16.42,17.44
REC1006017,CMP1014,CUS102241,2025-10-17,84968,6354,1023,87240.8,1524867.93,Desktop,Prospecting,7.48,16.1,17.48
REC1021401,CMP1091,CUS106878,2024-05-26,54495,4160,359,67581.54,113589.65,Mobile,Retargeting,7.63,8.63,1.68
REC1033193,CMP1093,CUS101426,2024-09-22,76184,1803,92,10080.6,85149.51,Mobile,Retargeting,2.37,5.1,8.45
REC1018669,CMP1119,CUS106191,2024-11-01,23207,842,32,14316.23,28434.76,Mobile,Prospecting,3.63,3.8,1.99
REC1008530,CMP1091,CUS104292,2025-07-11,52000,5597,681,75513.45,338838.1,Mobile,Prospecting,10.76,12.17,4.49
REC1006473,CMP1024,CUS102750,2025-11-15,49296,1970,160,33228.38,85385.78,Mobile,Retargeting,4,8.12,2.57
REC1021656,CMP1022,CUS107280,2024-09-07,19029,986,162,9779.08,74454.37,Mobile,Prospecting,5.18,16.43,7.61
REC1000113,CMP1049,CUS106749,2024-08-17,63744,3805,761,11911.42,417334.82,Desktop,Lookalike,5.97,20,35.04
REC1022001,CMP1093,CUS107178,2025-05-05,99382,3219,338,44214.97,256873.82,Desktop,Prospecting,3.24,10.5,5.81
REC1000472,CMP1041,CUS106278,2024-12-05,78504,7379,146,85001.82,182422.4,Desktop,Lookalike,9.4,1.98,2.15
REC1020249,CMP1069,CUS103379,2024-12-29,75620,7502,170,93546.16,121119,Mobile,Retargeting,9.92,2.27,1.29
REC1024432,CMP1063,CUS103067,2024-09-21,51434,3657,480,41190.21,247413.97,Desktop,Retargeting,7.11,13.13,6.01
REC1029585,CMP1111,CUS102784,2025-06-11,58760,6511,1208,84049.44,1727844.88,Desktop,Retargeting,11.08,18.55,20.56
REC1030189,CMP1036,CUS102139,2025-07-14,44338,3886,129,45847.16,124849.54,Desktop,Prospecting,8.76,3.32,2.72
REC1021780,CMP1010,CUS107268,2025-05-01,23893,2014,160,16078.81,164641.73,Mobile,Prospecting,8.43,7.94,10.24
REC1010357,CMP1105,CUS106829,2024-12-23,83654,5275,555,86168.92,311051.84,Tablet,Retargeting,6.31,10.52,3.61
REC1010119,CMP1056,CUS104798,2025-08-11,9601,673,80,6700.73,100220.32,Mobile,Lookalike,7.01,11.89,14.96
REC1000848,CMP1034,CUS102507,2025-10-23,72639,7943,1032,68992.55,284062.1,Mobile,Retargeting,10.93,12.99,4.12
REC1005049,CMP1028,CUS104910,2025-10-31,60113,489,78,4812.08,57321.08,Mobile,Prospecting,0.81,15.95,11.91
REC1011820,CMP1027,CUS103245,2024-04-16,32522,2381,212,22536.88,85800.12,Mobile,Retargeting,7.32,8.9,3.81
REC1021815,CMP1094,CUS107037,2025-07-07,11033,861,48,7757.13,44354.65,Mobile,Retargeting,7.8,5.57,5.72
REC1015819,CMP1100,CUS103955,2024-04-05,39681,3124,263,46135.23,342426.2,Desktop,Prospecting,7.87,8.42,7.42
REC1003773,CMP1102,CUS104785,2024-01-16,91740,879,150,4225,81553.08,Mobile,Prospecting,0.96,17.06,19.3
REC1019141,CMP1031,CUS105400,2024-11-21,9860,123,8,931.33,2050.82,Mobile,Retargeting,1.25,6.5,2.2
REC1032599,CMP1015,CUS102172,2025-07-18,41730,2922,548,26186.59,603062.47,Mobile,Prospecting,7,18.75,23.03
REC1005367,CMP1030,CUS106300,2025-01-03,38440,2375,183,40032.33,264598.82,Mobile,Lookalike,6.18,7.71,6.61
REC1002025,CMP1015,CUS103400,2024-05-28,54258,4988,211,39438.6,112783.02,Tablet,Prospecting,9.19,4.23,2.86
REC1016519,CMP1116,CUS100437,2024-01-17,95092,2616,60,12705.2,70002.82,Desktop,Prospecting,2.75,2.29,5.51
REC1014735,CMP1097,CUS101954,2024-08-06,21303,1252,195,12580.92,123675.18,Mobile,Prospecting,5.88,15.58,9.83
REC1020077,CMP1079,CUS100432,2024-06-05,47007,2170,31,27322.27,14839.85,Desktop,Prospecting,4.62,1.43,0.54
REC1018083,CMP1051,CUS105163,2024-04-04,53004,6336,189,40574.08,192493.67,Desktop,Retargeting,11.95,2.98,4.74
REC1019985,CMP1083,CUS104984,2025-10-07,8060,139,29,1212.21,16659.75,Desktop,Retargeting,1.72,20.86,13.74
REC1012937,CMP1085,CUS103258,2024-06-25,43962,4489,486,8863.55,207481.97,Mobile,Lookalike,10.21,10.83,23.41
REC1030437,CMP1071,CUS103442,2024-06-14,23693,1809,155,21830.71,133215.36,Desktop,Retargeting,7.64,8.57,6.1
REC1033145,CMP1034,CUS102895,2024-02-20,43999,3900,65,19646.97,10759.06,Desktop,Lookalike,8.86,1.67,0.55
REC1028972,CMP1111,CUS100335,2025-04-14,98699,10723,1244,18635.45,1012518.87,Mobile,Prospecting,10.86,11.6,54.33
REC1014430,CMP1041,CUS102152,2025-04-22,78395,6309,1047,95562.25,607872.93,Desktop,Retargeting,8.05,16.6,6.36
REC1018968,CMP1098,CUS102290,2025-07-13,29506,3135,524,51270.95,320412.88,Mobile,Retargeting,10.62,16.71,6.25
REC1025157,CMP1065,CUS103968,2024-02-05,55853,525,47,9187.9,30929.44,Mobile,Prospecting,0.94,8.95,3.37
REC1006558,CMP1087,CUS107774,2025-07-03,3495,318,6,2973.85,4419.79,Tablet,Prospecting,9.1,1.89,1.49
REC1028876,CMP1116,CUS105478,2024-07-03,971,111,10,758.6,6289.94,Desktop,Prospecting,11.43,9.01,8.29
REC1024603,CMP1101,CUS107030,2025-02-08,38995,3170,143,55927.84,97045.97,Mobile,Retargeting,8.13,4.51,1.74
REC1025569,CMP1057,CUS102264,2024-04-01,48523,5497,95,20797.13,60200.82,Mobile,Lookalike,11.33,1.73,2.89
REC1006566,CMP1089,CUS102798,2025-02-02,6279,684,5,7985.3,4109.69,Mobile,Prospecting,10.89,0.73,0.51
REC1034691,CMP1088,CUS100907,2024-10-29,29395,3151,463,41769.34,138473.99,Mobile,Retargeting,10.72,14.69,3.32
REC1021846,CMP1105,CUS103872,2025-08-23,22926,1861,155,12495.82,212136.69,Mobile,Lookalike,8.12,8.33,16.98
REC1011106,CMP1098,CUS101733,2025-03-13,7342,161,9,1420.53,7902.84,Desktop,Prospecting,2.19,5.59,5.56
REC1011480,CMP1012,CUS102275,2024-10-06,81907,6216,374,26454.43,476790.83,Mobile,Prospecting,7.59,6.02,18.02
REC1027954,CMP1058,CUS106841,2025-08-02,6963,73,4,236.15,4828.43,Mobile,Lookalike,1.05,5.48,20.45
REC1000425,CMP1045,CUS102892,2024-11-25,77077,6143,88,11265.4,90737.38,Desktop,Prospecting,7.97,1.43,8.05
REC1014751,CMP1041,CUS100556,2025-01-04,83758,3112,118,41746.49,157129.19,Desktop,Prospecting,3.72,3.79,3.76
REC1031648,CMP1107,CUS100909,2024-12-27,29638,3436,374,37690.96,94531.7,Desktop,Retargeting,11.59,10.88,2.51
REC1026590,CMP1111,CUS103872,2025-04-04,31995,895,33,11456.77,22124.64,Desktop,Prospecting,2.8,3.69,1.93
REC1026843,CMP1066,CUS106336,2024-08-16,6530,422,18,3323.87,2282.09,Mobile,Lookalike,6.46,4.27,0.69
REC1015133,CMP1034,CUS101907,2025-07-28,65245,7655,1312,126551.91,1026089.41,Mobile,Prospecting,11.73,17.14,8.11
REC1020631,CMP1095,CUS100332,2024-08-22,81350,4766,282,30750,162526.13,Mobile,Lookalike,5.86,5.92,5.29
REC1004693,CMP1109,CUS104096,2024-04-30,24660,1982,361,30805.57,274737.52,Desktop,Prospecting,8.04,18.21,8.92
REC1019946,CMP1076,CUS102515,2024-05-01,21878,468,33,5344.76,44862.01,Mobile,Prospecting,2.14,7.05,8.39
REC1031460,CMP1117,CUS104335,2024-09-05,86585,4398,53,37351.09,70042.48,Mobile,Prospecting,5.08,1.21,1.88
REC1033075,CMP1024,CUS102878,2024-02-19,53531,1312,197,7315.6,21408.73,Desktop,Prospecting,2.45,15.02,2.93
REC1018915,CMP1067,CUS106035,2025-10-21,88881,9978,1958,92534.72,2010549.2,Tablet,Retargeting,11.23,19.62,21.73
REC1030110,CMP1009,CUS101428,2024-01-28,88503,6798,919,84489.97,962271.38,Mobile,Prospecting,7.68,13.52,11.39
REC1032904,CMP1025,CUS103938,2024-10-10,42346,1606,245,20971.41,249994.07,Mobile,Prospecting,3.79,15.26,11.92
REC1016490,CMP1074,CUS105375,2024-04-11,86734,4073,67,18656.275,49635.47,Desktop,Prospecting,4.7,1.64,1.04
REC1031663,CMP1009,CUS105126,2024-08-19,4530,335,4,4131.6,3638.4,Desktop,Lookalike,7.4,1.19,0.88
REC1007015,CMP1008,CUS106097,2025-05-07,63764,6435,1015,77904.64,1045275.38,Desktop,Lookalike,10.09,15.77,13.42
REC1004111,CMP1003,CUS107740,2024-07-07,35786,4102,426,9879.25,362195.49,Mobile,Prospecting,11.46,10.39,36.66
REC1022919,CMP1078,CUS103678,2024-08-02,8649,962,195,9964.4,72120.61,Mobile,Prospecting,11.12,20.27,7.24
REC1022965,CMP1055,CUS101462,2025-05-13,19463,1572,147,16856.96,21937.38,Mobile,Retargeting,8.08,9.35,1.3
REC1014225,CMP1049,CUS104762,2024-05-20,31573,3057,198,8741.36,229396.46,Mobile,Lookalike,9.68,6.48,26.24
REC1004799,CMP1014,CUS100659,2025-03-16,79270,8112,821,127743.09,521290.11,Desktop,Prospecting,10.23,10.12,4.08
REC1005235,CMP1052,CUS106307,2024-08-01,17558,1913,47,9704.89,33225.59,Mobile,Prospecting,10.9,2.46,3.42
REC1033646,CMP1116,CUS101285,2024-11-03,47053,242,43,2736.68,60939.77,Desktop,Lookalike,0.51,17.77,22.27
REC1013582,CMP1022,CUS102514,2024-10-29,87051,655,58,6357.72,14058.17,Mobile,Prospecting,0.75,8.85,2.21
REC1003911,CMP1055,CUS102353,2024-09-13,42547,3335,236,20962.79,113600.23,Mobile,Prospecting,7.84,7.08,5.42
REC1031403,CMP1084,CUS101691,2024-09-28,51320,5382,58,63927.97,32636.25,Mobile,Lookalike,10.49,1.08,0.51
REC1009580,CMP1064,CUS102205,2024-11-15,556,18,0,303.61,0,Desktop,Prospecting,3.24,0,0
REC1015156,CMP1085,CUS104674,2024-07-26,40947,1715,166,17606.54,194922.83,Mobile,Prospecting,4.19,9.68,11.07
REC1013980,CMP1053,CUS104888,2024-11-21,56395,4903,250,66286.05,326202.4,Desktop,Lookalike,8.69,5.1,4.92
REC1022657,CMP1057,CUS100301,2025-01-26,6972,2372,41,1226.07,42190,Mobile,Lookalike,3.92,15.02,34.41
REC1034053,CMP1050,CUS105456,2024-11-15,9880,323,37,5796.5,27260.11,Mobile,Lookalike,3.27,11.46,4.7
REC1028096,CMP1008,CUS102930,2024-09-19,36388,2555,102,42779.97,30557.8,Mobile,Prospecting,7.02,3.99,0.71
REC1008700,CMP1103,CUS105599,2024-01-20,53977,5343,139,18656.275,184667.03,Mobile,Prospecting,9.9,2.6,3.63
REC1034481,CMP1103,CUS102896,2025-04-19,70326,6849,316,13162.72,75472.48,Desktop,Prospecting,9.74,4.61,5.73
REC1017037,CMP1062,CUS104008,2024-12-03,24173,2901,338,7702.98,449246.21,Desktop,Retargeting,12,11.65,58.32
REC1007662,CMP1027,CUS105744,2024-07-30,65428,2375,276,3634.6,65399.95,Desktop,Prospecting,3.63,11.62,17.99
REC1019618,CMP1114,CUS101585,2024-10-18,15077,619,50,3530.79,38211.87,Tablet,Lookalike,4.11,8.08,10.82
REC1010590,CMP1081,CUS102353,2024-11-02,99865,3762,450,6808.88,219584.64,Mobile,Prospecting,3.77,11.96,32.25
REC1009305,CMP1023,CUS106390,2025-09-07,47971,3781,534,53791.41,483078.37,Mobile,Prospecting,7.88,14.12,8.98
REC1032484,CMP1081,CUS105757,2025-03-31,37130,628,52,5178.84,4621.57,Desktop,Prospecting,1.69,8.28,0.89
REC1013218,CMP1093,CUS107565,2025-10-27,90929,1690,46,22027.43,68749.52,Mobile,Lookalike,1.86,2.72,3.12
REC1031582,CMP1063,CUS105926,2024-03-24,19200,1631,284,10660.54,336985,Mobile,Prospecting,8.49,17.41,31.61
REC1018483,CMP1016,CUS102367,2024-01-23,57814,1525,116,26279.73,65510.36,Desktop,Prospecting,2.64,7.61,2.49
REC1032683,CMP1082,CUS101218,2024-05-01,21143,210,12,784.79,5246.58,Mobile,Lookalike,0.99,5.71,6.69
REC1025230,CMP1017,CUS102749,2024-02-01,4709,130,13,2049.08,12313.9,Desktop,Retargeting,2.76,10,6.01
REC1030251,CMP1107,CUS106183,2025-10-20,81450,4336,410,21605.76,484784.07,Mobile,Retargeting,5.32,9.46,22.44
REC1016002,CMP1009,CUS106170,2024-10-27,29795,594,29,4923.53,38080.75,Desktop,Prospecting,1.99,4.88,7.73
REC1017659,CMP1070,CUS103024,2024-01-04,60587,868,31,5154.8,36725.32,Mobile,Prospecting,1.43,3.57,7.12
REC1020001,CMP1105,CUS106516,2025-04-05,94776,6350,1194,19266.75,306118.43,Mobile,Prospecting,6.7,18.8,15.89
REC1013522,CMP1029,CUS101932,2024-08-11,72510,640,119,1732.47,89194.51,Mobile,Retargeting,0.88,18.59,51.48
REC1034131,CMP1035,CUS105536,2025-03-30,92660,494,93,7304.58,70113.7,Mobile,Prospecting,0.53,18.83,9.6
REC1032545,CMP1087,CUS100631,2025-03-14,21735,1181,161,13876.83,200572.93,Mobile,Prospecting,5.43,13.63,14.45
REC1009901,CMP1024,CUS100614,2025-01-24,33120,2445,264,17668.07,360518.55,Desktop,Retargeting,7.38,10.8,20.41
REC1018516,CMP1048,CUS101660,2025-10-25,45921,2725,77,16804.75,84589.02,Mobile,Lookalike,5.93,2.83,5.03
REC1023302,CMP1066,CUS100151,2024-09-06,79096,1007,20,13056.93,5724.83,Mobile,Retargeting,1.27,1.99,0.44
REC1031482,CMP1000,CUS100584,2024-08-01,28275,1466,147,8303.28,185394.62,Mobile,Lookalike,5.18,10.03,22.33
REC1034060,CMP1099,CUS101326,2025-07-08,19309,801,40,14163.57,8839.83,Mobile,Lookalike,4.15,4.99,0.62
REC1021643,CMP1020,CUS106060,2025-01-12,11103,494,26,5386.69,38670.9,Tablet,Prospecting,4.45,5.26,7.18
REC1032416,CMP1066,CUS103794,2025-06-14,58146,2050,339,21834.03,254030.28,Desktop,Lookalike,3.53,16.54,11.63
REC1010757,CMP1094,CUS101453,2025-07-27,22389,541,40,1510.23,54641.41,Tablet,Lookalike,2.42,7.39,36.18
REC1009054,CMP1100,CUS105392,2024-06-27,86220,10003,559,65598.41,662713.99,Mobile,Lookalike,11.6,5.59,10.1
REC1010041,CMP1086,CUS101911,2024-05-13,16728,121,1,431.83,80.87,Desktop,Lookalike,0.72,0.83,0.19
REC1027231,CMP1095,CUS101376,2024-11-07,9945,146,3,2615.02,2142.6,Mobile,Lookalike,1.47,2.05,0.82
REC1024509,CMP1106,CUS100852,2024-01-15,82804,6400,1172,20303.49,1281396.75,Mobile,Prospecting,7.73,18.31,63.11
REC1032014,CMP1092,CUS107881,2025-01-13,90950,4503,755,59945.2,682339.49,Mobile,Lookalike,4.95,16.77,11.38
REC1008830,CMP1099,CUS103115,2024-03-18,8775,644,116,4386.22,161649.97,Desktop,Prospecting,7.34,18.01,36.85
REC1004132,CMP1021,CUS102139,2025-03-24,38486,1493,66,20711.6,42000.95,Mobile,Lookalike,3.88,4.42,2.03
REC1004622,CMP1019,CUS102669,2024-07-31,11615,416,52,4281.99,9411.08,Mobile,Prospecting,3.58,12.5,2.2
REC1015752,CMP1082,CUS102170,2025-01-19,26113,174,41,1964.02,22537.47,Mobile,Prospecting,0.67,23.56,11.48
REC1016950,CMP1047,CUS100870,2024-05-18,92490,1857,213,20617.08,240761.28,Mobile,Prospecting,2.01,11.47,11.68
REC1013494,CMP1096,CUS102703,2024-08-20,65004,2305,266,10559.16,201632.16,Mobile,Prospecting,3.55,11.54,19.1
REC1027267,CMP1019,CUS104723,2024-10-22,2363,294,71,1610.93,55532.98,Mobile,Prospecting,12.44,24.15,34.47
REC1031761,CMP1053,CUS101155,2024-02-07,11566,878,113,5291.72,126707.48,Desktop,Prospecting,7.59,12.87,23.94
REC1005381,CMP1105,CUS103173,2024-05-25,48042,2462,92,40742.13,22524.05,Mobile,Lookalike,5.12,3.74,0.55
REC1028620,CMP1111,CUS107932,2024-12-30,24839,484,23,2264.58,9354.1,Desktop,Prospecting,1.95,4.75,4.13
REC1024454,CMP1039,CUS101037,2025-11-20,32941,3763,275,30826.16,282698.16,Desktop,Prospecting,11.42,7.31,9.17
REC1012495,CMP1064,CUS100666,2024-02-15,64449,3181,275,35581.43,208448.44,Mobile,Prospecting,4.94,8.65,5.86
REC1031741,CMP1052,CUS100007,2025-08-18,49678,5097,372,59702.1,248300.91,Desktop,Prospecting,10.26,7.3,4.16
REC1034638,CMP1043,CUS105162,2024-07-06,37588,2771,507,46393.8,640845.42,Mobile,Prospecting,7.37,18.3,13.81
REC1013257,CMP1000,CUS103984,2024-05-16,79393,9501,918,93219.98,1205819.56,Mobile,Prospecting,11.97,9.66,12.94
REC1032009,CMP1043,CUS103888,2024-08-02,44399,3609,307,41205.77,270034.67,Mobile,Lookalike,8.13,8.51,6.55
REC1027135,CMP1091,CUS105785,2024-09-06,32745,936,110,5238.92,84577.91,Tablet,Retargeting,2.86,11.75,16.14
REC1011289,CMP1062,CUS101813,2024-10-18,90051,2957,337,20327.25,153409.65,Desktop,Prospecting,3.28,11.4,7.55
REC1025221,CMP1095,CUS102402,2025-03-28,3110,186,19,1491.05,11995.17,Mobile,Prospecting,5.98,10.22,8.04
REC1009431,CMP1112,CUS101899,2024-09-20,25348,2029,269,27187.04,193269.04,Mobile,Retargeting,8,13.26,7.11
REC1015827,CMP1044,CUS102113,2025-08-05,16444,454,38,1065.4,31229.49,Desktop,Prospecting,2.76,8.37,29.31
REC1015782,CMP1071,CUS100099,2025-04-29,44572,3270,666,56528.44,766421.31,Mobile,Prospecting,7.34,20.37,13.56
REC1021363,CMP1110,CUS100128,2025-09-24,73724,5540,108,89761.25,77446.84,Mobile,Retargeting,7.51,1.95,0.86
REC1018179,CMP1013,CUS101011,2024-04-23,29317,1949,278,4516.11,153521.2,Desktop,Prospecting,6.65,14.26,33.99
REC1006834,CMP1066,CUS107096,2024-10-25,65612,699,73,1376.03,95376.97,Mobile,Prospecting,1.07,10.44,69.31
REC1017441,CMP1015,CUS103356,2024-10-24,5169,494,40,5811.08,47820.39,Desktop,Retargeting,9.56,8.1,8.23
REC1010156,CMP1054,CUS103394,2025-10-07,71402,2210,396,14381.58,219053.35,Mobile,Retargeting,3.1,17.92,15.23
REC1007687,CMP1012,CUS106163,2024-11-24,39588,3884,133,62789.31,32322.66,Mobile,Lookalike,9.81,3.42,0.51
REC1002629,CMP1024,CUS101356,2025-10-04,11400,192,10,2840.06,8231.81,Tablet,Lookalike,1.68,5.21,2.9
REC1007699,CMP1009,CUS101679,2024-07-14,64434,7665,724,120724.81,495664.55,Desktop,Prospecting,11.9,9.45,4.11
REC1024727,CMP1058,CUS102783,2024-12-19,54806,3723,518,15815.47,196871.69,Mobile,Lookalike,6.79,13.91,12.45
REC1004816,CMP1111,CUS105357,2025-08-16,77336,5105,686,44949.49,103571.18,Desktop,Prospecting,6.6,13.44,2.3
REC1033991,CMP1089,CUS103876,2024-10-03,45334,2372,449,27151.7,566914.1,Desktop,Prospecting,5.23,18.93,20.88
REC1024878,CMP1097,CUS103379,2025-01-07,26368,1803,239,6596.82,22209.07,Mobile,Lookalike,6.84,13.26,3.37
REC1028838,CMP1049,CUS103278,2025-02-12,65194,1670,281,12317.1,310315.93,Mobile,Lookalike,2.56,16.83,25.19
REC1033334,CMP1005,CUS106665,2025-03-12,7498,143,14,1614.08,9526.35,Mobile,Prospecting,1.91,9.79,5.9
REC1026903,CMP1082,CUS104666,2025-05-06,17332,1481,197,6927.26,112041.45,Desktop,Prospecting,8.54,13.3,16.17
REC1002543,CMP1034,CUS102537,2025-09-20,88572,5498,278,86298.94,302688.35,Desktop,Prospecting,6.21,5.06,3.51
REC1025033,CMP1110,CUS105728,2025-01-20,85858,5577,296,82332.69,401875.87,Mobile,Prospecting,6.5,5.31,4.88
REC1021338,CMP1039,CUS100210,2024-03-11,79169,8339,1595,43205.26,831815.54,Mobile,Lookalike,10.53,19.13,19.25
REC1010467,CMP1068,CUS107298,2024-07-02,33634,1846,88,26366.82,41526.42,Mobile,Prospecting,5.49,4.77,1.57
REC1026091,CMP1085,CUS104920,2025-09-07,78394,6065,516,101079.41,754202.6,Mobile,Prospecting,7.74,8.51,7.46
REC1034262,CMP1067,CUS105669,2024-10-05,68980,7311,437,18947.42,437232.21,Mobile,Prospecting,10.6,5.98,23.08
REC1026360,CMP1089,CUS100925,2024-05-27,165,8,2,15.24,879.38,Desktop,Lookalike,4.85,25,57.7
REC1016668,CMP1091,CUS100424,2025-03-31,84025,9517,807,75178.23,208624.56,Mobile,Prospecting,11.33,8.48,2.78
